Founded Year,Log_Total Funding ($M),Log_Number of Employees,Log_Annual Revenue ($M),Log_Valuation ($B),Success Score,Acquired?,IPO?,Log_Customer Base (Millions),Log_Social Media Followers,StartupID,Startup Age,Log_Funding per Employee,Log_Revenue per Employee,Country_Encoded,Funding Stage_IPO,Funding Stage_Seed,Funding Stage_Series A,Funding Stage_Series B,Funding Stage_Series C,Industry_AI,Industry_E-commerce,Industry_EdTech,Industry_Energy,Industry_FinTech,Industry_FoodTech,Industry_Gaming,Industry_Healthcare,Industry_Logistics,Industry_Tech,Uses_Python,Uses_Java,Uses_Nodejs,Uses_AI
-0.30172398687648594,0.352826646571169,0.38346420216999644,-1.8141454896830147,1.0649791492384635,5,-1.0037523583994616,-0.9673994440395044,0.02698790865726421,0.9064377708630159,1,0.3017239868764838,-0.29684473577503484,-1.1400355501252153,-0.1397588503163583,-0.5084492768704749,-0.5026095740999207,2.014886290550511,-0.49990996668694465,-0.49269638873401117,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,3.0247516934481657,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,1.9360501061904083,-0.5088979751139531,-0.4917931121073974
-1.0589791990588977,-2.256301876290208,-2.4150144263749365,0.07461204923817888,0.5954070031585762,1,-1.0037523583994616,1.0336991675583023,0.5912466881357784,0.8719336559038322,2,1.0589791990588957,-0.5786475529856788,2.186217197706589,0.03260984663308894,1.9667645239954696,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,-0.49269638873401117,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,3.0247516934481657,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,1.9650304165114405,-0.4917931121073974
1.0613353950518554,0.8969010747410895,0.014154123614459963,-0.1107784254334685,-0.42589620315016574,8,-1.0037523583994616,-0.9673994440395044,0.7981826096535444,0.6297256703277002,3,-1.0613353950518576,0.49635966701895007,-0.40672161662217815,0.03260984663308894,-0.5084492768704749,1.9896158997584004,-0.49630592291477577,-0.49990996668694465,-0.49269638873401117,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,3.0247516934481657,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,-0.5088979751139531,-0.4917931121073974
0.4555312253059259,0.9140971132089604,-1.5756530200164218,1.06650958942613,-0.3157348714550231,7,0.9962616691576746,1.0336991675583023,-0.6792114922895077,-1.8867693383254844,4,-0.45553122530592804,2.779819259278654,2.998508926882141,-0.5419524765317325,-0.5084492768704749,1.9896158997584004,-0.49630592291477577,-0.49990996668694465,-0.49269638873401117,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,-0.33060565009884074,-0.3295322507915143,2.895009685835452,2.0333753673671238,-0.5165155575274409,-0.5088979751139531,2.0333753673671238
-0.756077114185933,0.9644395081675396,0.8296323771995506,-0.49966837030861255,-2.0678331675047166,6,0.9962616691576746,1.0336991675583023,-0.4794344198824127,-2.6920035162024325,5,0.7560771141859309,-0.08865272723671427,-0.898033704828828,0.09006607894957268,-0.5084492768704749,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,2.0296475128821436,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,2.9720129861428433,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,-0.33060565009884074,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,1.9650304165114405,-0.4917931121073974
0.4555312253059259,-0.3122124027219744,0.1112071304754853,0.39465095602119815,-0.36192251973551404,7,0.9962616691576746,-0.9673994440395044,1.0456774616124482,0.19059487834635325,7,-0.45553122530592804,-0.5785079040825544,-0.07084958384686191,-0.5419524765317325,-0.5084492768704749,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,2.0296475128821436,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,2.9442356693852183,-0.33060565009884074,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,1.9650304165114405,-0.4917931121073974
-1.3618812839318626,-0.6066715536482369,1.0146676845220295,0.8165663439609703,0.7540557786035197,2,0.9962616691576746,-0.9673994440395044,0.817336327643564,0.6928704191918261,13,1.3618812839318604,-0.9601626361618185,-0.2806796092011312,-0.5419524765317325,1.9667645239954696,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,-0.49269638873401117,-0.32845672078279337,-0.32629917373631356,2.9720129861428433,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,-0.33060565009884074,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,1.9650304165114405,-0.4917931121073974
0.909884352615373,-0.22391060997082707,0.6722999619676769,0.4610746629819435,0.3870814824224026,5,0.9962616691576746,1.0336991675583023,-0.18501311284460314,-0.16120214552303172,16,-0.9098843526153751,-0.7420957121987989,-0.35271449855613185,-1.2888834966459972,-0.5084492768704749,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,2.0296475128821436,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,2.9442356693852183,-0.33060565009884074,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,1.9650304165114405,-0.4917931121073974
0.909884352615373,-0.17801922622723265,-0.39296322277824985,-1.9338060057188196,0.3280297850005846,5,0.9962616691576746,-0.9673994440395044,-0.3458547872356201,-1.4818626412835294,17,-0.9098843526153751,-0.24409728047802176,-1.0474059134157696,-0.5419524765317325,1.9667645239954696,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,-0.49269638873401117,-0.32845672078279337,3.064672179673101,-0.33647228483272085,-0.33647228483272085,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,-0.33060565009884074,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,-0.5165155575274409,-0.5088979751139531,-0.4917931121073974
1.36423747992482,0.3425346787503073,-1.6039705133241828,-1.8014883747383827,0.9649732464906511,1,-1.0037523583994616,1.0336991675583023,-1.1873625533327703,-0.8234409077320579,19,-1.3642374799248222,1.5755175960280785,-0.6846968644594623,-1.2888834966459972,-0.5084492768704749,-0.5026095740999207,-0.49630592291477577,-0.49990996668694465,2.0296475128821436,-0.32845672078279337,-0.32629917373631356,-0.33647228483272085,2.9720129861428433,-0.34175337130066,-0.31812825048452587,-0.33964672407110963,-0.33060565009884074,-0.3295322507915143,-0.34542198766820936,-0.4917931121073974,1.9360501061904083,-0.5088979751139531,-0.4917931121073974
